Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Estie Mekane Yesus Gebeya ,White Teff (Quintal),2900,3280,3100,3300,3150,3360,Sufficient,1/27/2020
Chagini,White Teff (Quintal),2800,2900,2900,3000,3100,3200,Over,1/27/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3350,3200,3500,Sufficient,1/27/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3000,3060,0,0,3120,3240,Under,1/27/2020
Woldia Gebeya,White Teff (Quintal),2829,2967,0,0,3036,3174,Sufficient,1/28/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3200,3350,3120,3264,Under,1/28/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3150,3200,3300,3350,Under,1/28/2020
Enjbara,White Teff (Quintal),0,0,3050,3200,3250,3350,Sufficient,1/28/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Sufficient,1/28/2020
Merawi Gebeya,White Teff (Quintal),3000,3100,0,0,3100,3200,Over,1/29/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3000,3180,3100,3400,Sufficient,1/29/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3000,3100,3100,3200,Sufficient,1/29/2020
Dembecha Gebeya,White Teff (Quintal),0,0,3050,3100,0,0,Under,1/29/2020
Debark Gebeya,White Teff (Quintal),3000,3200,3100,3300,3200,3300,Sufficient,1/29/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3100,3200,3250,3350,Sufficient,1/29/2020
tenta Gebeya,White Teff (Quintal),3550,3690,0,0,0,0,Sufficient,1/30/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3400,3600,Sufficient,1/30/2020
Debresina Gebeya,White Teff (Quintal),2970,3150,0,0,0,0,Sufficient,1/30/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,2850,3100,2900,3150,Sufficient,1/30/2020
Dangla ,White Teff (Quintal),3000,3200,3150,3300,3200,3400,Sufficient,1/30/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3200,3400,Under,1/30/2020
Bichena Gebeya,White Teff (Quintal),3055,3300,0,0,3100,3350,Sufficient,2/1/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3168,3312,Sufficient,2/1/2020
Mekane Selam gebeya,White Teff (Quintal),2750,3000,3160,3200,3250,3300,Sufficient,2/1/2020
Meresa  Gebeya,White Teff (Quintal),2960,3108,0,0,3034,3182,Over,2/1/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),2900,2950,0,0,0,0,Sufficient,2/1/2020
Adet Gebeya ,White Teff (Quintal),3000,3200,0,0,3100,3250,Under,2/1/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3200,3250,0,0,3300,3350,Sufficient,2/1/2020
Shindie Gebeya,White Teff (Quintal),3000,3050,0,0,3100,3200,Sufficient,2/1/2020
Bure Woreda,White Teff (Quintal),2875,2925,0,0,2950,3050,Over,2/1/2020
Fenot selam Gebeya,White Teff (Quintal),2952,3024,3100,3200,3200,3350,Sufficient,2/1/2020
Kola Diba,White Teff (Quintal),2900,3000,0,0,3050,3100,Sufficient,2/1/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,2/1/2020
Debere Elias Gebeya,White Teff (Quintal),2900,3116,0,0,3150,3160,Under,2/1/2020
Dabat Gebeya,White Teff (Quintal),3100,3116,3133,3150,3216,3233,Sufficient,2/1/2020
Dejen Gebeya,White Teff (Quintal),2660,2730,2800,2900,2850,3000,Sufficient,2/1/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3200,3333,3433,3500,3533,3667,Over,2/1/2020
Motta Gebeya,White Teff (Quintal),2850,2950,0,0,2900,3000,Sufficient,2/1/2020
Shawura Gebeya,White Teff (Quintal),2700,2800,2750,2850,2850,2900,Sufficient,2/1/2020
Wegeda Gebeya,White Teff (Quintal),2900,3000,3050,3100,3100,3200,Under,2/1/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3300,3400,Under,2/3/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3150,3300,3200,3370,3250,3420,Sufficient,2/3/2020
Chagini,White Teff (Quintal),2800,2850,2900,3000,3000,3200,Sufficient,2/3/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3150,3350,3250,3500,Sufficient,2/3/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),2880,2940,0,0,3000,3120,Sufficient,2/3/2020
Woldia Gebeya,White Teff (Quintal),2898,3036,0,0,3105,3243,Over,2/4/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3250,3300,3350,3375,Under,2/4/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3300,3400,3264,3360,Under,2/4/2020
Enjbara,White Teff (Quintal),0,0,3150,3300,3350,3400,Sufficient,2/4/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Sufficient,2/4/2020
Merawi Gebeya,White Teff (Quintal),3000,3200,0,0,3100,3300,Over,2/5/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3060,3180,3200,3300,Sufficient,2/5/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3150,3250,3300,3350,Sufficient,2/5/2020
Dembecha Gebeya,White Teff (Quintal),2950,3000,3000,3050,3050,3100,Under,2/5/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3100,3200,3150,3300,Sufficient,2/5/2020
Debark Gebeya,White Teff (Quintal),3100,3300,3200,3300,3200,3350,Sufficient,2/5/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3000,3250,3300,3500,Sufficient,2/6/2020
tenta Gebeya,White Teff (Quintal),3550,3620,0,0,0,0,Sufficient,2/6/2020
Debresina Gebeya,White Teff (Quintal),2880,3060,0,0,0,0,Sufficient,2/6/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,2950,3100,3000,3150,Sufficient,2/6/2020
Kemise Hamus Gebeya ,White Teff (Quintal),3100,3200,0,0,3300,3400,Sufficient,2/6/2020
Dangla ,White Teff (Quintal),3000,3200,3150,3300,3200,3400,Sufficient,2/6/2020
Bichena Gebeya,White Teff (Quintal),3100,3300,0,0,3150,3350,Sufficient,2/8/2020
Meresa  Gebeya,White Teff (Quintal),2960,3108,0,0,3108,3219,Over,2/8/2020
Mekane Selam gebeya,White Teff (Quintal),3000,3050,3100,3135,3200,3280,Sufficient,2/8/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),2850,2900,0,0,0,0,Under,2/8/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3168,3312,Sufficient,2/8/2020
Kokit  Metema Gebeya,White Teff (Quintal),3000,3000,0,0,3100,3300,Sufficient,2/8/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3100,3200,Sufficient,2/8/2020
Fenot selam Gebeya,White Teff (Quintal),2950,2988,3100,3200,3250,3300,Sufficient,2/8/2020
Adet Gebeya ,White Teff (Quintal),2900,3100,0,0,3000,3200,Sufficient,2/8/2020
Dabat Gebeya,White Teff (Quintal),3082,3133,3100,3150,3200,3216,Sufficient,2/8/2020
Bure Woreda,White Teff (Quintal),2900,2950,0,0,2975,3100,Sufficient,2/8/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3250,3300,0,0,3350,3400,Sufficient,2/8/2020
Shindie Gebeya,White Teff (Quintal),3100,3150,0,0,3200,3300,Sufficient,2/8/2020
Debere Elias Gebeya,White Teff (Quintal),2900,2964,0,0,3000,3010,Sufficient,2/8/2020
Kola Diba,White Teff (Quintal),3000,3050,0,0,3100,3200,Sufficient,2/8/2020
Dejen Gebeya,White Teff (Quintal),2730,2870,2850,2900,2900,3000,Sufficient,2/8/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3100,3267,0,0,3333,3500,Over,2/8/2020
Motta Gebeya,White Teff (Quintal),2900,2950,0,0,2950,3050,Sufficient,2/8/2020
Shawura Gebeya,White Teff (Quintal),2800,2900,2950,3000,2950,3000,Sufficient,2/8/2020
Wegeda Gebeya,White Teff (Quintal),2950,3050,3000,3200,3200,3300,Under,2/8/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3300,3400,Under,2/10/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3100,3250,3180,3310,3250,3380,Over,2/10/2020
Chagini,White Teff (Quintal),2850,2950,3000,3100,3100,3200,Over,2/10/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3300,3200,3500,Sufficient,2/10/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),2880,2940,0,0,3000,3060,Sufficient,2/10/2020
Woldia Gebeya,White Teff (Quintal),2829,2967,0,0,3036,3174,Sufficient,2/11/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3250,3300,3350,3400,Under,2/11/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3300,3400,3216,3360,Under,2/11/2020
Enjbara,White Teff (Quintal),0,0,3220,3240,3250,3300,Sufficient,2/11/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Over,2/11/2020
Merawi Gebeya,White Teff (Quintal),3000,3200,0,0,3100,3300,Over,2/12/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3060,3120,3200,3400,Sufficient,2/12/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3100,3200,3200,3300,Sufficient,2/12/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3100,3200,3250,3300,Sufficient,2/12/2020
Debark Gebeya,White Teff (Quintal),3200,3300,3200,3350,3200,3400,Sufficient,2/12/2020
Dembecha Gebeya,White Teff (Quintal),2950,3000,3000,3050,3050,3100,Under,2/12/2020
tenta Gebeya,White Teff (Quintal),3550,3690,0,0,0,0,Sufficient,2/13/2020
Debresina Gebeya,White Teff (Quintal),2970,3060,0,0,0,0,Under,2/13/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,2950,3110,3000,3150,Sufficient,2/13/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3300,3400,Under,2/13/2020
Dangla ,White Teff (Quintal),3000,3200,3200,3300,3200,3500,Sufficient,2/13/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3050,3250,3350,3500,Sufficient,2/13/2020
Bichena Gebeya,White Teff (Quintal),3150,3350,0,0,3200,3400,Sufficient,2/15/2020
Meresa  Gebeya,White Teff (Quintal),2886,2960,0,0,3034,3182,Over,2/15/2020
Mekane Selam gebeya,White Teff (Quintal),2950,3000,3100,3180,3235,3250,Sufficient,2/15/2020
Kokit  Metema Gebeya,White Teff (Quintal),3050,3150,0,0,3300,3300,Sufficient,2/15/2020
Mehal Meda,White Teff (Quintal),0,0,3100,3300,3312,3384,Sufficient,2/15/2020
Fenot selam Gebeya,White Teff (Quintal),2952,3024,3200,3250,3250,3358,Sufficient,2/15/2020
Adet Gebeya ,White Teff (Quintal),3000,3100,0,0,3100,3200,Sufficient,2/15/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3300,3350,0,0,3350,3400,Sufficient,2/15/2020
Debere Elias Gebeya,White Teff (Quintal),2900,3040,0,0,3060,3070,Sufficient,2/15/2020
Dabat Gebeya,White Teff (Quintal),3133,3150,3183,3200,3200,3217,Sufficient,2/15/2020
Dejen Gebeya,White Teff (Quintal),2800,2870,3000,3000,3000,3050,Sufficient,2/15/2020
Shindie Gebeya,White Teff (Quintal),3000,3050,0,0,3100,3200,Sufficient,2/15/2020
Kola Diba,White Teff (Quintal),3000,3050,0,0,3100,3200,Sufficient,2/15/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,2/15/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3000,3167,0,0,3333,3500,Over,2/15/2020
Bure Woreda,White Teff (Quintal),2950,3100,0,0,3150,3200,Over,2/15/2020
Motta Gebeya,White Teff (Quintal),3000,3080,0,0,3050,3150,Sufficient,2/15/2020
Shawura Gebeya,White Teff (Quintal),2750,2800,2850,2900,2950,3000,Sufficient,2/15/2020
Wegeda Gebeya,White Teff (Quintal),2980,3050,3050,3150,3150,3250,Under,2/15/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3300,3400,Under,2/17/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3090,3250,3150,3340,3270,3400,Over,2/17/2020
Chagini,White Teff (Quintal),2870,2950,2980,3000,3000,3100,Sufficient,2/17/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3300,3200,3550,Sufficient,2/17/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),2951,3012,0,0,3072,3132,Sufficient,2/17/2020
Woldia Gebeya,White Teff (Quintal),3036,3070.5,0,0,3105,3174,Over,2/18/2020
Enjbara,White Teff (Quintal),0,0,3250,3270,3300,3400,Sufficient,2/18/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3350,3500,3264,3408,Under,2/18/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3250,Sufficient,2/18/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3300,3350,3400,3450,Sufficient,2/18/2020
Merawi Gebeya,White Teff (Quintal),2900,3100,0,0,3000,3200,Over,2/19/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3100,3200,3240,3400,Sufficient,2/19/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3200,3300,3300,3400,Sufficient,2/19/2020
Dembecha Gebeya,White Teff (Quintal),2950,3000,3000,3050,3050,3100,Sufficient,2/19/2020
Debark Gebeya,White Teff (Quintal),3100,3200,3200,3300,3200,3350,Sufficient,2/19/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3250,3300,3350,3400,Sufficient,2/19/2020
Debresina Gebeya,White Teff (Quintal),2970,3060,0,0,0,0,Sufficient,2/20/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,2950,3150,3000,3200,Sufficient,2/20/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3200,3400,Sufficient,2/20/2020
Dangla ,White Teff (Quintal),3000,3200,3250,3300,3200,3500,Over,2/20/2020
tenta Gebeya,White Teff (Quintal),3550,3690,0,0,0,0,Sufficient,2/20/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3100,3250,3350,3550,Sufficient,2/20/2020
Bichena Gebeya,White Teff (Quintal),3120,3400,0,0,3170,3450,Under,2/22/2020
Meresa  Gebeya,White Teff (Quintal),2886,3034,0,0,3108,3219,Over,2/22/2020
Mekane Selam gebeya,White Teff (Quintal),3000,3010,3050,3080,3280,3300,Sufficient,2/22/2020
Mehal Meda,White Teff (Quintal),0,0,3100,3300,3312,3384,Sufficient,2/22/2020
Motta Gebeya,White Teff (Quintal),2930,3000,0,0,3050,3100,Sufficient,2/22/2020
Kokit  Metema Gebeya,White Teff (Quintal),2900,3000,0,0,3200,3300,Sufficient,2/22/2020
Dejen Gebeya,White Teff (Quintal),2870,3010,3100,3200,3200,3250,Sufficient,2/22/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3000,3100,0,0,0,0,Under,2/22/2020
Fenot selam Gebeya,White Teff (Quintal),2965,3096,3200,3300,3250,3400,Sufficient,2/22/2020
Adet Gebeya ,White Teff (Quintal),3000,3100,0,0,3050,3200,Sufficient,2/22/2020
Debere Elias Gebeya,White Teff (Quintal),2900,2950,0,0,3040,3050,Sufficient,2/22/2020
Kola Diba,White Teff (Quintal),3000,3050,0,0,3100,3100,Sufficient,2/22/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,2/22/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3167,3333,0,0,3500,3667,Under,2/22/2020
Bure Woreda,White Teff (Quintal),2975,3000,0,0,3100,3300,Over,2/22/2020
Dabat Gebeya,White Teff (Quintal),3000,3067,3066,3066,3067,3166,Sufficient,2/22/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3350,3400,0,0,3450,3500,Sufficient,2/22/2020
Shindie Gebeya,White Teff (Quintal),2900,3000,0,0,3100,3200,Sufficient,2/22/2020
Shawura Gebeya,White Teff (Quintal),2850,2900,2900,2950,2950,3000,Sufficient,2/22/2020
Wegeda Gebeya,White Teff (Quintal),2950,3000,3050,3100,3100,3200,Under,2/22/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3300,3400,Under,2/24/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3050,3200,3150,3250,3200,3350,Over,2/24/2020
Chagini,White Teff (Quintal),2980,3000,3100,3200,3200,3300,Sufficient,2/24/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3500,3200,3600,Sufficient,2/24/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3012,3072,0,0,3132,3192,Sufficient,2/24/2020
Woldia Gebeya,White Teff (Quintal),3036,3105,0,0,3139.5,3243,Sufficient,2/25/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3400,3600,3264,3456,Under,2/25/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Sufficient,2/25/2020
Enjbara,White Teff (Quintal),0,0,3250,3350,3400,3500,Sufficient,2/25/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3300,3350,3400,3480,Under,2/25/2020
Merawi Gebeya,White Teff (Quintal),2900,3100,0,0,3100,3300,Over,2/26/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3200,3250,3300,3500,Sufficient,2/26/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3300,3350,3350,3400,Sufficient,2/26/2020
Dembecha Gebeya,White Teff (Quintal),2950,3000,3000,3050,3050,3100,Sufficient,2/26/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3300,3400,3500,3550,Sufficient,2/26/2020
Debark Gebeya,White Teff (Quintal),3200,3300,3200,3300,3300,3400,Sufficient,2/26/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3050,3200,3100,3250,Sufficient,2/27/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3250,3400,Under,2/27/2020
Dangla ,White Teff (Quintal),3000,3200,3250,3300,3200,3500,Sufficient,2/27/2020
tenta Gebeya,White Teff (Quintal),3550,3760,0,0,0,0,Sufficient,2/27/2020
Debresina Gebeya,White Teff (Quintal),2880,3060,0,0,0,0,Sufficient,2/27/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3250,3400,3400,3650,Sufficient,2/27/2020
Meresa  Gebeya,White Teff (Quintal),2960,3108,0,0,3108,3182,Over,2/29/2020
Bichena Gebeya,White Teff (Quintal),3200,3450,0,0,3250,3500,Under,2/29/2020
Mekane Selam gebeya,White Teff (Quintal),3020,3035,3085,3100,3265,3280,Sufficient,2/29/2020
Motta Gebeya,White Teff (Quintal),3050,3150,0,0,3200,3280,Sufficient,2/29/2020
Dejen Gebeya,White Teff (Quintal),2940,3010,3100,3200,3200,3250,Sufficient,2/29/2020
Kokit  Metema Gebeya,White Teff (Quintal),3000,3100,0,0,3300,3300,Sufficient,2/29/2020
Fenot selam Gebeya,White Teff (Quintal),2952,3090,3100,3150,3200,3380,Sufficient,2/29/2020
Bure Woreda,White Teff (Quintal),3000,3100,0,0,3300,3400,Sufficient,2/29/2020
Shindie Gebeya,White Teff (Quintal),3100,3149,0,0,3200,3216,Sufficient,2/29/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3000,3100,0,0,0,0,Under,2/29/2020
Dabat Gebeya,White Teff (Quintal),3033,3050,3100,3150,3216,3200,Sufficient,2/29/2020
Arerti Gebeya ,White Teff (Quintal),3100,3200,0,0,3200,3400,Sufficient,2/29/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3100,3233,0,0,3400,3600,Sufficient,2/29/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3168,3312,Sufficient,2/29/2020
Kola Diba,White Teff (Quintal),3000,3100,0,0,3150,3200,Sufficient,2/29/2020
Debere Elias Gebeya,White Teff (Quintal),3000,3040,0,0,3060,3070,Under,2/29/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3400,3450,0,0,3500,3550,Sufficient,2/29/2020
Shawura Gebeya,White Teff (Quintal),2750,2800,2900,2950,3000,3100,Sufficient,2/29/2020
Wegeda Gebeya,White Teff (Quintal),3000,3100,3100,3200,3200,3300,Under,2/29/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3500,3200,3600,Sufficient,3/2/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3100,3200,3250,3300,3350,3400,Over,3/2/2020
Chagini,White Teff (Quintal),2900,3000,2950,3100,3100,3200,Sufficient,3/2/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3500,3200,3600,Sufficient,3/2/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3132,3253,0,0,3313,3373,Sufficient,3/2/2020
Woldia Gebeya,White Teff (Quintal),3036,3105,0,0,3140,3243,Sufficient,3/3/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3500,3600,3360,3648,Under,3/3/2020
Enjbara,White Teff (Quintal),0,0,3400,3450,3500,3550,Sufficient,3/3/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Sufficient,3/3/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3300,3350,3400,3450,Under,3/3/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3300,3300,3400,3500,Sufficient,3/4/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3400,3450,3500,3550,Sufficient,3/4/2020
Merawi Gebeya,White Teff (Quintal),3000,3100,0,0,3100,3300,Sufficient,3/4/2020
Dembecha Gebeya,White Teff (Quintal),2850,2900,2900,2950,3000,3050,Sufficient,3/4/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3400,3500,3550,3600,Sufficient,3/4/2020
Debark Gebeya,White Teff (Quintal),3200,3400,3200,3350,3300,3400,Under,3/4/2020
Debresina Gebeya,White Teff (Quintal),2880,3150,0,0,0,0,Sufficient,3/5/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3000,3250,3100,3300,Sufficient,3/5/2020
Dangla ,White Teff (Quintal),3100,3200,3300,3400,3300,3600,Sufficient,3/5/2020
tenta Gebeya,White Teff (Quintal),3550,3834,0,0,0,0,Sufficient,3/5/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3300,3450,3450,3650,Sufficient,3/5/2020
Kemise Hamus Gebeya ,White Teff (Quintal),3200,3300,0,0,3300,3500,Under,3/5/2020
Dejen Gebeya,White Teff (Quintal),2940,3080,3100,3200,3200,3300,Sufficient,3/7/2020
Bichena Gebeya,White Teff (Quintal),3250,3400,0,0,3300,3445,Under,3/7/2020
Motta Gebeya,White Teff (Quintal),3000,3100,0,0,3050,3150,Sufficient,3/7/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3240,3384,Sufficient,3/7/2020
Fenot selam Gebeya,White Teff (Quintal),2980,3096,3150,3200,3250,3400,Sufficient,3/7/2020
Kokit  Metema Gebeya,White Teff (Quintal),3000,3200,0,0,3250,3300,Sufficient,3/7/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3000,3200,0,0,0,0,Under,3/7/2020
Adet Gebeya ,White Teff (Quintal),3000,3200,0,0,3100,3250,Under,3/7/2020
Arerti Gebeya ,White Teff (Quintal),3100,3200,0,0,3200,3300,Sufficient,3/7/2020
Bure Woreda,White Teff (Quintal),3050,3100,0,0,3200,3400,Sufficient,3/7/2020
Mekane Selam gebeya,White Teff (Quintal),3000,3025,3150,3180,3290,3320,Sufficient,3/7/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3400,3450,0,0,3500,3550,Sufficient,3/7/2020
Debere Elias Gebeya,White Teff (Quintal),3050,3100,0,0,3150,3160,Under,3/7/2020
Kola Diba,White Teff (Quintal),3000,3050,0,0,3100,3150,Sufficient,3/7/2020
Dabat Gebeya,White Teff (Quintal),3000,3033,3066,3133,3233,3266,Sufficient,3/7/2020
Meresa  Gebeya,White Teff (Quintal),2960,3256,0,0,3034,3330,Sufficient,3/7/2020
Shindie Gebeya,White Teff (Quintal),3216,3300,0,0,3350,3700,Sufficient,3/7/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3167,3333,0,0,3500,3667,Sufficient,3/7/2020
Wegeda Gebeya,White Teff (Quintal),3050,3100,3200,3250,3250,3300,Under,3/7/2020
Shawura Gebeya,White Teff (Quintal),2900,2950,2900,3000,3000,3100,Sufficient,3/7/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3600,3700,Under,3/9/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3500,3200,3600,Sufficient,3/9/2020
Chagini,White Teff (Quintal),2850,2900,2900,3000,3100,3200,Sufficient,3/9/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3012,3072,0,0,3253,3313,Sufficient,3/9/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3100,3200,3200,3290,3300,3450,Sufficient,3/9/2020
Woldia Gebeya,White Teff (Quintal),2967,3036,0,0,3036,3243,Sufficient,3/10/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3570,3600,3264,3600,Under,3/10/2020
Enjbara,White Teff (Quintal),0,0,3400,3450,3500,3600,Sufficient,3/10/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3250,3300,Sufficient,3/10/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3350,3400,3450,3500,Under,3/10/2020
